Real o Pto.,Asiento ,Documento ,Proveedor,Detalle,Fecha_Contable,Fecha_Documento,Moneda, Precio Unitario,ARS,USD, Cantidad, Cuenta ,Cuenta,Área,Linea Negocio,Horario
P20,,13137810,BTG Transportes S.A.,,2/1/2020,1/17/2020,Pesos,520,"  101,004.80 ","  1,040.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,14651056,BTG Transportes S.A.,,2/1/2020,1/17/2020,Dólares,370,"  143,737.60 ","  1,480.00 ",  4.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,8876028,BTG Transportes S.A.,,2/1/2020,1/17/2020,Dólares,248,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
P20,,11989326,Elex SRL,,2/1/2020,1/17/2020,Dólares,1532,"  148,787.84 ","  1,532.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
P20,,11262738,Elex SRL,,2/1/2020,1/17/2020,Dólares,1532,"  148,787.84 ","  1,532.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
P20,,8510246,Elex SRL,,2/1/2020,1/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,1407865,Stone S.A.,,2/1/2020,1/17/2020,Pesos,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
P20,,657553,Elex SRL,,2/1/2020,1/17/2020,Dólares,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,nocturno
P20,,3296106,Elex SRL,,2/1/2020,1/17/2020,Dólares,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,276122,Elex SRL,,2/1/2020,1/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,5612135,Stone S.A.,,2/1/2020,1/17/2020,Dólares,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
P20,,12680135,Elex SRL,,2/1/2020,1/17/2020,Dólares,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
P20,,4487424,Elex SRL,,2/1/2020,1/17/2020,Pesos,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,7196876,Elex SRL,,2/1/2020,1/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
P20,,13805474,Elex SRL,,2/1/2020,1/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
P20,,8792803,Elex SRL,,2/1/2020,1/17/2020,Pesos,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
P20,,7871042,Stone S.A.,,2/1/2020,1/17/2020,Pesos,1424,"  138,298.88 ","  1,424.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
P20,,6905074,Elex SRL,,2/1/2020,1/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
P20,,13778568,Elex SRL,,2/1/2020,1/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,8046813,Elex SRL,,2/1/2020,1/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,12483072,Elex SRL,,2/1/2020,1/17/2020,Dólares,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,12931487,Stone S.A.,,2/1/2020,1/17/2020,Dólares,1424,"  138,298.88 ","  1,424.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
P20,,3923713,Elex SRL,,2/1/2020,1/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
P20,,14099547,Elex SRL,,2/1/2020,1/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,3964583,Elex SRL,,2/1/2020,1/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,4519114,Elex SRL,,2/1/2020,1/17/2020,Pesos,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,3258841,Stone S.A.,,2/1/2020,1/17/2020,Pesos,1424,"  138,298.88 ","  1,424.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,diurno
P20,,3674573,Elex SRL,,2/1/2020,1/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,diurno
P20,,12618487,BTG Transportes S.A.,,2/1/2020,1/17/2020,Pesos,358,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
P20,,7070162,BTG Transportes S.A.,,2/1/2020,1/17/2020,Pesos,441.6,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
P20,,12334926,Elex SRL,,2/1/2020,1/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
P20,,4999516,Elex SRL,,2/1/2020,1/17/2020,Pesos,658.4,"  127,887.62 ","  1,316.80 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
P20,,10729685,Melbourne S.A.,,2/1/2020,1/17/2020,Dólares,59.04690432,"  5,734.64 ",  59.05 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
P20,,2450923,Terra S.A.,,2/1/2020,1/17/2020,Pesos,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
P20,,10568322,Terra S.A.,,2/1/2020,1/17/2020,Pesos,37.47091932,"  3,639.18 ",  37.47 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,nocturno
P20,,6104028,Terra S.A.,,2/1/2020,1/17/2020,Dólares,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
P20,,10201225,Terra S.A.,,2/1/2020,1/17/2020,Pesos,321.7110694,"  31,244.58 ",  321.71 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,diurno
P20,,4092132,Terra S.A.,,2/1/2020,1/17/2020,Pesos,90.94183865,"  8,832.27 ",  90.94 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,nocturno
P20,,11481985,Terra S.A.,,2/1/2020,1/17/2020,Dólares,152.8555347,"  14,845.33 ",  152.86 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,juj,diurno
P20,,11367119,Stone S.A.,,2/1/2020,1/17/2020,Dólares,624,"  60,602.88 ",  624.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sla,diurno
P20,,5050626,Stone S.A.,,2/1/2020,1/17/2020,Dólares,1584,"  153,838.08 ","  1,584.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
P20,,4679324,Melbourne S.A.,,2/1/2020,1/17/2020,Dólares,584.3752345,"  56,754.52 ",  584.38 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
P20,,2140290,Stone S.A.,,2/1/2020,1/17/2020,Pesos,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,sla,diurno
P20,,4728056,Elex SRL,,2/1/2020,1/17/2020,Dólares,1532,"  148,787.84 ","  1,532.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,irj,diurno
P20,,10319364,BTG Transportes S.A.,,2/1/2020,1/17/2020,Dólares,449.6,"  87,330.30 ",  899.20 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Inspecciones,irj,nocturno
P20,,13184238,BTG Transportes S.A.,,2/1/2020,1/17/2020,Pesos,1106,"  107,414.72 ","  1,106.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
P20,,9856782,BTG Transportes S.A.,,2/1/2020,1/17/2020,Dólares,1356.8,"  131,772.42 ","  1,356.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,nocturno
P20,,5018221,BTG Transportes S.A.,,2/1/2020,1/17/2020,Dólares,520,"  101,004.80 ","  1,040.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,diurno
P20,,9084984,BTG Transportes S.A.,,2/1/2020,1/17/2020,Pesos,358,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,diurno
P20,,4239775,BTG Transportes S.A.,,2/1/2020,1/17/2020,Dólares,512,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
P20,,13848310,BTG Transportes S.A.,,2/1/2020,1/17/2020,Dólares,578,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,nocturno
P20,,766736,BTG Transportes S.A.,,2/1/2020,1/17/2020,Dólares,358,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
P20,,299835,BTG Transportes S.A.,,2/1/2020,1/17/2020,Dólares,512,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,diurno
P20,,5714746,BTG Transportes S.A.,,2/1/2020,1/17/2020,Pesos,358,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,diurno
P20,,153020,BTG Transportes S.A.,,2/1/2020,1/17/2020,Dólares,248,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
P20,,10124554,Elex SRL,,2/1/2020,1/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
P20,,8352073,Elex SRL,,2/1/2020,1/17/2020,Dólares,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,nocturno
P20,,1913428,Elex SRL,,2/1/2020,1/17/2020,Dólares,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
P20,,9337910,BTG Transportes S.A.,,2/1/2020,1/17/2020,Dólares,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
P20,,9712004,BTG Transportes S.A.,,2/1/2020,1/17/2020,Pesos,899.2,"  87,330.30 ",  899.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,nocturno
P20,,6809798,BTG Transportes S.A.,,2/1/2020,1/17/2020,Pesos,449.6,"  87,330.30 ",  899.20 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Inspecciones,mdz,nocturno
P20,,10018949,BTG Transportes S.A.,,3/1/2020,2/15/2020,Dólares,2096,"  203,563.52 ","  2,096.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
P20,,12936588,BTG Transportes S.A.,,3/1/2020,2/15/2020,Pesos,2360,"  229,203.20 ","  2,360.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,nocturno
P20,,9863425,BTG Transportes S.A.,,3/1/2020,2/15/2020,Dólares,520,"  101,004.80 ","  1,040.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,6926302,BTG Transportes S.A.,,3/1/2020,2/15/2020,Dólares,370,"  143,737.60 ","  1,480.00 ",  4.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,10175600,BTG Transportes S.A.,,3/1/2020,2/15/2020,Pesos,248,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
P20,,4527476,Elex SRL,,3/1/2020,2/15/2020,Dólares,1532,"  148,787.84 ","  1,532.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
P20,,6709961,Elex SRL,,3/1/2020,2/15/2020,Dólares,1532,"  148,787.84 ","  1,532.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
P20,,5347016,Elex SRL,,3/1/2020,2/15/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,12654809,Stone S.A.,,3/1/2020,2/15/2020,Dólares,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
P20,,940747,Elex SRL,,3/1/2020,2/15/2020,Pesos,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,nocturno
P20,,2278542,Elex SRL,,3/1/2020,2/15/2020,Dólares,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,5965237,Elex SRL,,3/1/2020,2/15/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
P20,,8054657,Elex SRL,,3/1/2020,2/15/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,11066017,Stone S.A.,,3/1/2020,2/15/2020,Pesos,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
P20,,5695637,Elex SRL,,3/1/2020,2/15/2020,Dólares,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
P20,,5642020,Elex SRL,,3/1/2020,2/15/2020,Pesos,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,12263243,Elex SRL,,3/1/2020,2/15/2020,Dólares,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
P20,,10868633,Elex SRL,,3/1/2020,2/15/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
P20,,8600752,Elex SRL,,3/1/2020,2/15/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
P20,,12599319,Elex SRL,,3/1/2020,2/15/2020,Pesos,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
P20,,2300316,Stone S.A.,,3/1/2020,2/15/2020,Dólares,1424,"  138,298.88 ","  1,424.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
P20,,8337426,Elex SRL,,3/1/2020,2/15/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,9862358,Elex SRL,,3/1/2020,2/15/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,3919997,Elex SRL,,3/1/2020,2/15/2020,Pesos,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
P20,,4995728,Stone S.A.,,3/1/2020,2/15/2020,Dólares,1424,"  138,298.88 ","  1,424.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
P20,,7774304,Elex SRL,,3/1/2020,2/15/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,4864302,Elex SRL,,3/1/2020,2/15/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,12448230,Elex SRL,,3/1/2020,2/15/2020,Pesos,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
P20,,6017809,Stone S.A.,,3/1/2020,2/15/2020,Pesos,1424,"  138,298.88 ","  1,424.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,diurno
P20,,3064850,BTG Transportes S.A.,,3/1/2020,2/15/2020,Pesos,358,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
P20,,8142645,BTG Transportes S.A.,,3/1/2020,2/15/2020,Pesos,441.6,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
P20,,2476637,Elex SRL,,3/1/2020,2/15/2020,Dólares,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
P20,,11727950,Elex SRL,,3/1/2020,2/15/2020,Dólares,658.4,"  127,887.62 ","  1,316.80 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
P20,,13728406,Melbourne S.A.,,3/1/2020,2/15/2020,Pesos,59.04690432,"  5,734.64 ",  59.05 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
P20,,12432771,Terra S.A.,,3/1/2020,2/15/2020,Dólares,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
P20,,11662101,Terra S.A.,,3/1/2020,2/15/2020,Dólares,37.47091932,"  3,639.18 ",  37.47 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,nocturno
P20,,780501,Terra S.A.,,3/1/2020,2/15/2020,Dólares,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
P20,,10063463,Terra S.A.,,3/1/2020,2/15/2020,Pesos,321.7110694,"  31,244.58 ",  321.71 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,diurno
P20,,3622669,Terra S.A.,,3/1/2020,2/15/2020,Dólares,90.94183865,"  8,832.27 ",  90.94 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,nocturno
P20,,2800205,Terra S.A.,,3/1/2020,2/15/2020,Dólares,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Inspecciones,juj,diurno
P20,,1882126,Terra S.A.,,3/1/2020,2/15/2020,Pesos,68.42776735,"  6,645.70 ",  68.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,juj,diurno
P20,,13592220,Stone S.A.,,3/1/2020,2/15/2020,Pesos,624,"  60,602.88 ",  624.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sla,diurno
P20,,12215420,Stone S.A.,,3/1/2020,2/15/2020,Dólares,1584,"  153,838.08 ","  1,584.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
P20,,6445900,Melbourne S.A.,,3/1/2020,2/15/2020,Pesos,734.4690432,"  71,331.63 ",  734.47 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
P20,,10027684,Stone S.A.,,3/1/2020,2/15/2020,Dólares,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,sla,diurno
P20,,388891,Elex SRL,,3/1/2020,2/15/2020,Pesos,1532,"  148,787.84 ","  1,532.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,irj,diurno
P20,,10221791,BTG Transportes S.A.,,3/1/2020,2/15/2020,Dólares,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
P20,,14025265,BTG Transportes S.A.,,3/1/2020,2/15/2020,Dólares,899.2,"  87,330.30 ",  899.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,nocturno
P20,,7995698,BTG Transportes S.A.,,3/1/2020,2/15/2020,Dólares,520,"  101,004.80 ","  1,040.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,diurno
P20,,2744346,BTG Transportes S.A.,,3/1/2020,2/15/2020,Dólares,366,"  71,091.84 ",  732.00 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,diurno
P20,,7795976,BTG Transportes S.A.,,3/1/2020,2/15/2020,Pesos,248,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
P20,,4071025,BTG Transportes S.A.,,3/1/2020,2/15/2020,Dólares,1040,"  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
P20,,13723070,BTG Transportes S.A.,,3/1/2020,2/15/2020,Pesos,1172,"  113,824.64 ","  1,172.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,nocturno
P20,,8040132,BTG Transportes S.A.,,3/1/2020,2/15/2020,Pesos,732,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
P20,,1632605,BTG Transportes S.A.,,3/1/2020,2/15/2020,Pesos,520,"  101,004.80 ","  1,040.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,diurno
P20,,9192539,BTG Transportes S.A.,,3/1/2020,2/15/2020,Pesos,366,"  71,091.84 ",  732.00 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,diurno
P20,,12952191,Elex SRL,,3/1/2020,2/15/2020,Dólares,3080,"  299,129.60 ","  3,080.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
P20,,9102778,Elex SRL,,3/1/2020,2/15/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
P20,,3264149,Elex SRL,,3/1/2020,2/15/2020,Pesos,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,nocturno
P20,,14412062,Elex SRL,,3/1/2020,2/15/2020,Dólares,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
P20,,3728670,BTG Transportes S.A.,,3/1/2020,2/15/2020,Dólares,358,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
P20,,3495750,BTG Transportes S.A.,,3/1/2020,2/15/2020,Pesos,441.6,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,nocturno
P20,,8506204,BTG Transportes S.A.,,4/1/2020,3/17/2020,Pesos,1040,"  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
P20,,12645614,BTG Transportes S.A.,,4/1/2020,3/17/2020,Pesos,1172,"  113,824.64 ","  1,172.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,nocturno
P20,,259174,BTG Transportes S.A.,,4/1/2020,3/17/2020,Dólares,366,"  71,091.84 ",  732.00 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,eze,diurno
P20,,13857864,BTG Transportes S.A.,,4/1/2020,3/17/2020,Pesos,512,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,4591229,BTG Transportes S.A.,,4/1/2020,3/17/2020,Pesos,366,"  71,091.84 ",  732.00 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,diurno
P20,,9161401,BTG Transportes S.A.,,4/1/2020,3/17/2020,Dólares,248,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
P20,,11444167,Elex SRL,,4/1/2020,3/17/2020,Dólares,3080,"  299,129.60 ","  3,080.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
P20,,12075782,Stone S.A.,,4/1/2020,3/17/2020,Dólares,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
P20,,1161802,Elex SRL,,4/1/2020,3/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,10102222,Elex SRL,,4/1/2020,3/17/2020,Dólares,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,nocturno
P20,,12787186,Elex SRL,,4/1/2020,3/17/2020,Pesos,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
P20,,13975931,Stone S.A.,,4/1/2020,3/17/2020,Pesos,384,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
P20,,14805326,Elex SRL,,4/1/2020,3/17/2020,Pesos,539.2,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,8059339,Elex SRL,,4/1/2020,3/17/2020,Pesos,650.4,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
P20,,285711,Elex SRL,,4/1/2020,3/17/2020,Pesos,1108.8,"  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
P20,,12470581,Elex SRL,,4/1/2020,3/17/2020,Pesos,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
P20,,12268871,Elex SRL,,4/1/2020,3/17/2020,Dólares,588.8,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
P20,,6875821,Elex SRL,,4/1/2020,3/17/2020,Pesos,464,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
